State;Year;Month;Frequency;Variable;Value;Unit
Idaho;1992;January;Annualy;Total Carbon Emissions;11.294179;Million Metric Tons of Carbon Dioxide
Idaho;1997;January;Annualy;Total Carbon Emissions;13.756503;Million Metric Tons of Carbon Dioxide
Idaho;2000;January;Annualy;Total Carbon Emissions;15.58261;Million Metric Tons of Carbon Dioxide
Idaho;2001;January;Annualy;Total Carbon Emissions;15.512057;Million Metric Tons of Carbon Dioxide
Idaho;2002;January;Annualy;Total Carbon Emissions;14.93192;Million Metric Tons of Carbon Dioxide
Idaho;2003;January;Annualy;Total Carbon Emissions;14.330327;Million Metric Tons of Carbon Dioxide
Idaho;2006;January;Annualy;Total Carbon Emissions;15.735938;Million Metric Tons of Carbon Dioxide
Idaho;2008;January;Annualy;Total Carbon Emissions;15.466057;Million Metric Tons of Carbon Dioxide
Idaho;2009;January;Annualy;Total Carbon Emissions;15.092453;Million Metric Tons of Carbon Dioxide
Idaho;2015;January;Annualy;Total Carbon Emissions;17.852241;Million Metric Tons of Carbon Dioxide
Idaho;1984;January;Annualy;Carbon Emissions from Coal;0.843768;Million Metric Tons of Carbon Dioxide
Idaho;1999;January;Annualy;Carbon Emissions from Coal;0.753824;Million Metric Tons of Carbon Dioxide
Idaho;2001;January;Annualy;Carbon Emissions from Coal;1.072099;Million Metric Tons of Carbon Dioxide
Idaho;2011;January;Annualy;Carbon Emissions from Coal;0.742612;Million Metric Tons of Carbon Dioxide
Idaho;2014;January;Annualy;Carbon Emissions from Coal;0.707296;Million Metric Tons of Carbon Dioxide
Idaho;2016;January;Annualy;Carbon Emissions from Coal;0.230223;Million Metric Tons of Carbon Dioxide
Idaho;1981;January;Annualy;Carbon Emissions from Oil;6.692755;Million Metric Tons of Carbon Dioxide
Idaho;1983;January;Annualy;Carbon Emissions from Oil;6.802014;Million Metric Tons of Carbon Dioxide
Idaho;1985;January;Annualy;Carbon Emissions from Oil;6.912659;Million Metric Tons of Carbon Dioxide
Idaho;1994;January;Annualy;Carbon Emissions from Oil;8.506897;Million Metric Tons of Carbon Dioxide
Idaho;1996;January;Annualy;Carbon Emissions from Oil;9.601419;Million Metric Tons of Carbon Dioxide
Idaho;2006;January;Annualy;Carbon Emissions from Oil;10.770413;Million Metric Tons of Carbon Dioxide
Idaho;2007;January;Annualy;Carbon Emissions from Oil;10.826558;Million Metric Tons of Carbon Dioxide
Idaho;2009;January;Annualy;Carbon Emissions from Oil;9.679183;Million Metric Tons of Carbon Dioxide
Idaho;2010;January;Annualy;Carbon Emissions from Oil;10.580249;Million Metric Tons of Carbon Dioxide
Idaho;1981;January;Annualy;Carbon Emissions from Gas;2.546706;Million Metric Tons of Carbon Dioxide
Idaho;1989;January;Annualy;Carbon Emissions from Gas;2.482497;Million Metric Tons of Carbon Dioxide
Idaho;1992;January;Annualy;Carbon Emissions from Gas;2.666651;Million Metric Tons of Carbon Dioxide
Idaho;1995;January;Annualy;Carbon Emissions from Gas;3.476808;Million Metric Tons of Carbon Dioxide
Idaho;1996;January;Annualy;Carbon Emissions from Gas;3.66236;Million Metric Tons of Carbon Dioxide
Idaho;2000;January;Annualy;Carbon Emissions from Gas;3.944425;Million Metric Tons of Carbon Dioxide
Idaho;2007;January;Annualy;Carbon Emissions from Gas;4.445443;Million Metric Tons of Carbon Dioxide
Idaho;2014;January;Annualy;Carbon Emissions from Gas;4.958117;Million Metric Tons of Carbon Dioxide
Idaho;2015;January;Annualy;Carbon Emissions from Gas;5.714134;Million Metric Tons of Carbon Dioxide
Idaho;1980;January;Annualy;Total Per Capita Carbon Emissions;0.011920045;Mg/person
Idaho;1981;January;Annualy;Total Per Capita Carbon Emissions;0.010600663;Mg/person
Idaho;1985;January;Annualy;Total Per Capita Carbon Emissions;0.010059846;Mg/person
Idaho;1986;January;Annualy;Total Per Capita Carbon Emissions;0.009896751;Mg/person
Idaho;1990;January;Annualy;Total Per Capita Carbon Emissions;0.011266136;Mg/person
Idaho;1991;January;Annualy;Total Per Capita Carbon Emissions;0.011646766;Mg/person
Idaho;1999;January;Annualy;Total Per Capita Carbon Emissions;0.011983702;Mg/person
Idaho;2002;January;Annualy;Total Per Capita Carbon Emissions;0.011217144;Mg/person
Idaho;2007;January;Annualy;Total Per Capita Carbon Emissions;0.010861417;Mg/person
Idaho;2010;January;Annualy;Total Per Capita Carbon Emissions;0.010118633;Mg/person
Idaho;2013;January;Annualy;Total Per Capita Carbon Emissions;0.010582695;Mg/person
Idaho;2014;January;Annualy;Total Per Capita Carbon Emissions;0.010169948;Mg/person
Idaho;1997;January;Annualy;Per Capita Carbon Emissions from Coal;0.000495606;Mg/person
Idaho;2000;January;Annualy;Per Capita Carbon Emissions from Coal;0.000997284;Mg/person
Idaho;2003;January;Annualy;Per Capita Carbon Emissions from Coal;0.000702215;Mg/person
Idaho;2006;January;Annualy;Per Capita Carbon Emissions from Coal;0.000529605;Mg/person
Idaho;2007;January;Annualy;Per Capita Carbon Emissions from Coal;0.000644976;Mg/person
Idaho;2011;January;Annualy;Per Capita Carbon Emissions from Coal;0.000468872;Mg/person
Idaho;1982;January;Annualy;Per Capita Carbon Emissions from Oil;0.006778122;Mg/person
Idaho;1985;January;Annualy;Per Capita Carbon Emissions from Oil;0.006941294;Mg/person
Idaho;1986;January;Annualy;Per Capita Carbon Emissions from Oil;0.007170095;Mg/person
Idaho;1991;January;Annualy;Per Capita Carbon Emissions from Oil;0.007796595;Mg/person
Idaho;1992;January;Annualy;Per Capita Carbon Emissions from Oil;0.007313711;Mg/person
Idaho;1993;January;Annualy;Per Capita Carbon Emissions from Oil;0.007718824;Mg/person
Idaho;1997;January;Annualy;Per Capita Carbon Emissions from Oil;0.007847102;Mg/person
Idaho;1998;January;Annualy;Per Capita Carbon Emissions from Oil;0.007717786;Mg/person
Idaho;2006;January;Annualy;Per Capita Carbon Emissions from Oil;0.007399577;Mg/person
Idaho;2007;January;Annualy;Per Capita Carbon Emissions from Oil;0.007258764;Mg/person
Idaho;2017;January;Annualy;Per Capita Carbon Emissions from Oil;0.007074246;Mg/person
Idaho;1981;January;Annualy;Per Capita Carbon Emissions from Gas;0.00270213;Mg/person
Idaho;1984;January;Annualy;Per Capita Carbon Emissions from Gas;0.002119416;Mg/person
Idaho;1987;January;Annualy;Per Capita Carbon Emissions from Gas;0.002030463;Mg/person
Idaho;1993;January;Annualy;Per Capita Carbon Emissions from Gas;0.002815101;Mg/person
Idaho;1995;January;Annualy;Per Capita Carbon Emissions from Gas;0.003004292;Mg/person
Idaho;2003;January;Annualy;Per Capita Carbon Emissions from Gas;0.002792345;Mg/person
Idaho;2006;January;Annualy;Per Capita Carbon Emissions from Gas;0.00285541;Mg/person
Idaho;2011;January;Annualy;Per Capita Carbon Emissions from Gas;0.002807446;Mg/person
Illinois;1985;January;Annualy;Total Carbon Emissions;198.70907;Million Metric Tons of Carbon Dioxide
Illinois;2006;January;Annualy;Total Carbon Emissions;234.563182;Million Metric Tons of Carbon Dioxide
Illinois;2011;January;Annualy;Total Carbon Emissions;229.511123;Million Metric Tons of Carbon Dioxide
Illinois;2012;January;Annualy;Total Carbon Emissions;216.83587;Million Metric Tons of Carbon Dioxide
Illinois;2013;January;Annualy;Total Carbon Emissions;230.25987;Million Metric Tons of Carbon Dioxide
Illinois;1985;January;Annualy;Carbon Emissions from Coal;76.101836;Million Metric Tons of Carbon Dioxide
Illinois;1989;January;Annualy;Carbon Emissions from Coal;67.720341;Million Metric Tons of Carbon Dioxide
Illinois;1997;January;Annualy;Carbon Emissions from Coal;92.448485;Million Metric Tons of Carbon Dioxide
Illinois;2004;January;Annualy;Carbon Emissions from Coal;102.119765;Million Metric Tons of Carbon Dioxide
Illinois;2005;January;Annualy;Carbon Emissions from Coal;100.07638;Million Metric Tons of Carbon Dioxide
Illinois;2014;January;Annualy;Carbon Emissions from Coal;97.051969;Million Metric Tons of Carbon Dioxide
Illinois;2017;January;Annualy;Carbon Emissions from Coal;65.307641;Million Metric Tons of Carbon Dioxide
Illinois;1997;January;Annualy;Carbon Emissions from Oil;73.937287;Million Metric Tons of Carbon Dioxide
Illinois;2006;January;Annualy;Carbon Emissions from Oil;86.752534;Million Metric Tons of Carbon Dioxide
Illinois;2009;January;Annualy;Carbon Emissions from Oil;77.480915;Million Metric Tons of Carbon Dioxide
Illinois;2010;January;Annualy;Carbon Emissions from Oil;77.203584;Million Metric Tons of Carbon Dioxide
Illinois;2012;January;Annualy;Carbon Emissions from Oil;74.100323;Million Metric Tons of Carbon Dioxide
Illinois;2013;January;Annualy;Carbon Emissions from Oil;75.494583;Million Metric Tons of Carbon Dioxide
Illinois;1983;January;Annualy;Carbon Emissions from Gas;51.747205;Million Metric Tons of Carbon Dioxide
Illinois;1988;January;Annualy;Carbon Emissions from Gas;52.051444;Million Metric Tons of Carbon Dioxide
Illinois;1993;January;Annualy;Carbon Emissions from Gas;55.757972;Million Metric Tons of Carbon Dioxide
Illinois;2008;January;Annualy;Carbon Emissions from Gas;53.730606;Million Metric Tons of Carbon Dioxide
Illinois;2009;January;Annualy;Carbon Emissions from Gas;51.30226;Million Metric Tons of Carbon Dioxide
Illinois;2011;January;Annualy;Carbon Emissions from Gas;52.828002;Million Metric Tons of Carbon Dioxide
Illinois;2015;January;Annualy;Carbon Emissions from Gas;54.132881;Million Metric Tons of Carbon Dioxide
Illinois;2017;January;Annualy;Carbon Emissions from Gas;55.472325;Million Metric Tons of Carbon Dioxide
Illinois;1980;January;Annualy;Total Per Capita Carbon Emissions;0.020359079;Mg/person
Illinois;1982;January;Annualy;Total Per Capita Carbon Emissions;0.017858062;Mg/person
Illinois;1989;January;Annualy;Total Per Capita Carbon Emissions;0.016941603;Mg/person
Illinois;1994;January;Annualy;Total Per Capita Carbon Emissions;0.01741637;Mg/person
Illinois;1995;January;Annualy;Total Per Capita Carbon Emissions;0.0176526;Mg/person
Illinois;1999;January;Annualy;Total Per Capita Carbon Emissions;0.018683467;Mg/person
Illinois;2009;January;Annualy;Total Per Capita Carbon Emissions;0.017568097;Mg/person
Illinois;2013;January;Annualy;Total Per Capita Carbon Emissions;0.017851998;Mg/person
Illinois;1981;January;Annualy;Per Capita Carbon Emissions from Coal;0.006519009;Mg/person
Illinois;1984;January;Annualy;Per Capita Carbon Emissions from Coal;0.006843594;Mg/person
Illinois;1990;January;Annualy;Per Capita Carbon Emissions from Coal;0.00615883;Mg/person
Illinois;2003;January;Annualy;Per Capita Carbon Emissions from Coal;0.007587403;Mg/person
Illinois;2010;January;Annualy;Per Capita Carbon Emissions from Coal;0.007941622;Mg/person
Illinois;2017;January;Annualy;Per Capita Carbon Emissions from Coal;0.005107668;Mg/person
Illinois;1981;January;Annualy;Per Capita Carbon Emissions from Oil;0.00739287;Mg/person
Illinois;1986;January;Annualy;Per Capita Carbon Emissions from Oil;0.006454583;Mg/person
Illinois;1988;January;Annualy;Per Capita Carbon Emissions from Oil;0.007014813;Mg/person
Illinois;1982;January;Annualy;Per Capita Carbon Emissions from Gas;0.004630841;Mg/person
Illinois;1993;January;Annualy;Per Capita Carbon Emissions from Gas;0.004716022;Mg/person
Illinois;1995;January;Annualy;Per Capita Carbon Emissions from Gas;0.004880128;Mg/person
Illinois;1998;January;Annualy;Per Capita Carbon Emissions from Gas;0.004291713;Mg/person
Illinois;2001;January;Annualy;Per Capita Carbon Emissions from Gas;0.004071835;Mg/person
Illinois;2002;January;Annualy;Per Capita Carbon Emissions from Gas;0.004452822;Mg/person
Indiana;1980;January;Annualy;Total Carbon Emissions;181.770411;Million Metric Tons of Carbon Dioxide
Indiana;1981;January;Annualy;Total Carbon Emissions;176.377311;Million Metric Tons of Carbon Dioxide
Indiana;1982;January;Annualy;Total Carbon Emissions;159.798634;Million Metric Tons of Carbon Dioxide
Indiana;1987;January;Annualy;Total Carbon Emissions;181.534709;Million Metric Tons of Carbon Dioxide
Indiana;1988;January;Annualy;Total Carbon Emissions;191.920639;Million Metric Tons of Carbon Dioxide
Indiana;1991;January;Annualy;Total Carbon Emissions;201.278973;Million Metric Tons of Carbon Dioxide
Indiana;1992;January;Annualy;Total Carbon Emissions;197.675332;Million Metric Tons of Carbon Dioxide
Indiana;2005;January;Annualy;Total Carbon Emissions;233.76248;Million Metric Tons of Carbon Dioxide
Indiana;2010;January;Annualy;Total Carbon Emissions;216.651719;Million Metric Tons of Carbon Dioxide
Indiana;1982;January;Annualy;Carbon Emissions from Coal;93.952005;Million Metric Tons of Carbon Dioxide
Indiana;1983;January;Annualy;Carbon Emissions from Coal;103.110224;Million Metric Tons of Carbon Dioxide
Indiana;1986;January;Annualy;Carbon Emissions from Coal;105.826873;Million Metric Tons of Carbon Dioxide
Indiana;1987;January;Annualy;Carbon Emissions from Coal;109.194292;Million Metric Tons of Carbon Dioxide
Indiana;1991;January;Annualy;Carbon Emissions from Coal;127.192169;Million Metric Tons of Carbon Dioxide
Indiana;1996;January;Annualy;Carbon Emissions from Coal;130.224357;Million Metric Tons of Carbon Dioxide
Indiana;2004;January;Annualy;Carbon Emissions from Coal;153.343291;Million Metric Tons of Carbon Dioxide
Indiana;2005;January;Annualy;Carbon Emissions from Coal;151.818261;Million Metric Tons of Carbon Dioxide
Indiana;2014;January;Annualy;Carbon Emissions from Coal;116.274308;Million Metric Tons of Carbon Dioxide
Indiana;2017;January;Annualy;Carbon Emissions from Coal;88.441991;Million Metric Tons of Carbon Dioxide
Indiana;1985;January;Annualy;Carbon Emissions from Oil;45.947642;Million Metric Tons of Carbon Dioxide
Indiana;1995;January;Annualy;Carbon Emissions from Oil;51.385831;Million Metric Tons of Carbon Dioxide
Indiana;2001;January;Annualy;Carbon Emissions from Oil;50.31726;Million Metric Tons of Carbon Dioxide
Indiana;2004;January;Annualy;Carbon Emissions from Oil;53.271079;Million Metric Tons of Carbon Dioxide
Indiana;2007;January;Annualy;Carbon Emissions from Oil;52.90052;Million Metric Tons of Carbon Dioxide
Indiana;2010;January;Annualy;Carbon Emissions from Oil;48.005743;Million Metric Tons of Carbon Dioxide
Indiana;1988;January;Annualy;Carbon Emissions from Gas;24.503731;Million Metric Tons of Carbon Dioxide
Indiana;1989;January;Annualy;Carbon Emissions from Gas;24.798188;Million Metric Tons of Carbon Dioxide
Indiana;1994;January;Annualy;Carbon Emissions from Gas;27.786171;Million Metric Tons of Carbon Dioxide
Indiana;1999;January;Annualy;Carbon Emissions from Gas;29.947405;Million Metric Tons of Carbon Dioxide
Indiana;2009;January;Annualy;Carbon Emissions from Gas;27.225075;Million Metric Tons of Carbon Dioxide
Indiana;2012;January;Annualy;Carbon Emissions from Gas;34.797136;Million Metric Tons of Carbon Dioxide
Indiana;1980;January;Annualy;Total Per Capita Carbon Emissions;0.033383594;Mg/person
Indiana;1981;January;Annualy;Total Per Capita Carbon Emissions;0.032515667;Mg/person
Indiana;1982;January;Annualy;Total Per Capita Carbon Emissions;0.029462747;Mg/person
Indiana;1996;January;Annualy;Total Per Capita Carbon Emissions;0.036658676;Mg/person
Indiana;2003;January;Annualy;Total Per Capita Carbon Emissions;0.037944771;Mg/person
Indiana;2004;January;Annualy;Total Per Capita Carbon Emissions;0.037624729;Mg/person
Indiana;2007;January;Annualy;Total Per Capita Carbon Emissions;0.036239444;Mg/person
Indiana;2009;January;Annualy;Total Per Capita Carbon Emissions;0.031565041;Mg/person
Indiana;1981;January;Annualy;Per Capita Carbon Emissions from Coal;0.019523998;Mg/person
Indiana;1986;January;Annualy;Per Capita Carbon Emissions from Coal;0.019398222;Mg/person
Indiana;1989;January;Annualy;Per Capita Carbon Emissions from Coal;0.021941842;Mg/person
Indiana;1991;January;Annualy;Per Capita Carbon Emissions from Coal;0.022509569;Mg/person
Indiana;1993;January;Annualy;Per Capita Carbon Emissions from Coal;0.021764427;Mg/person
Indiana;1997;January;Annualy;Per Capita Carbon Emissions from Coal;0.022835755;Mg/person
Indiana;1998;January;Annualy;Per Capita Carbon Emissions from Coal;0.023088836;Mg/person
Indiana;1983;January;Annualy;Per Capita Carbon Emissions from Oil;0.007632474;Mg/person
Indiana;1985;January;Annualy;Per Capita Carbon Emissions from Oil;0.008774162;Mg/person
Indiana;1988;January;Annualy;Per Capita Carbon Emissions from Oil;0.009323101;Mg/person
Indiana;1999;January;Annualy;Per Capita Carbon Emissions from Oil;0.009523968;Mg/person
Indiana;2000;January;Annualy;Per Capita Carbon Emissions from Oil;0.009117591;Mg/person
Indiana;2001;January;Annualy;Per Capita Carbon Emissions from Oil;0.008405454;Mg/person
Indiana;2004;January;Annualy;Per Capita Carbon Emissions from Oil;0.008798694;Mg/person
Indiana;2005;January;Annualy;Per Capita Carbon Emissions from Oil;0.008735754;Mg/person
Indiana;2008;January;Annualy;Per Capita Carbon Emissions from Oil;0.007842804;Mg/person
Indiana;2014;January;Annualy;Per Capita Carbon Emissions from Oil;0.007713613;Mg/person
Indiana;1980;January;Annualy;Per Capita Carbon Emissions from Gas;0.004662411;Mg/person
Indiana;1981;January;Annualy;Per Capita Carbon Emissions from Gas;0.004725902;Mg/person
Indiana;1982;January;Annualy;Per Capita Carbon Emissions from Gas;0.004572121;Mg/person
Indiana;1991;January;Annualy;Per Capita Carbon Emissions from Gas;0.004355539;Mg/person
Indiana;1994;January;Annualy;Per Capita Carbon Emissions from Gas;0.004838463;Mg/person
Indiana;2003;January;Annualy;Per Capita Carbon Emissions from Gas;0.004853389;Mg/person
Indiana;2004;January;Annualy;Per Capita Carbon Emissions from Gas;0.004480742;Mg/person
Indiana;2005;January;Annualy;Per Capita Carbon Emissions from Gas;0.004525278;Mg/person
Indiana;2006;January;Annualy;Per Capita Carbon Emissions from Gas;0.004187063;Mg/person
Indiana;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.004732676;Mg/person
Indiana;2017;January;Annualy;Per Capita Carbon Emissions from Gas;0.005971515;Mg/person
Iowa;1984;January;Annualy;Total Carbon Emissions;56.144153;Million Metric Tons of Carbon Dioxide
Iowa;1985;January;Annualy;Total Carbon Emissions;57.315966;Million Metric Tons of Carbon Dioxide
Iowa;1993;January;Annualy;Total Carbon Emissions;67.597088;Million Metric Tons of Carbon Dioxide
Iowa;1994;January;Annualy;Total Carbon Emissions;68.658163;Million Metric Tons of Carbon Dioxide
Iowa;1998;January;Annualy;Total Carbon Emissions;77.266982;Million Metric Tons of Carbon Dioxide
Iowa;1999;January;Annualy;Total Carbon Emissions;78.360363;Million Metric Tons of Carbon Dioxide
Iowa;2010;January;Annualy;Total Carbon Emissions;90.551848;Million Metric Tons of Carbon Dioxide
Iowa;2013;January;Annualy;Total Carbon Emissions;82.819285;Million Metric Tons of Carbon Dioxide
Iowa;2017;January;Annualy;Total Carbon Emissions;76.792587;Million Metric Tons of Carbon Dioxide
Iowa;1980;January;Annualy;Carbon Emissions from Coal;21.967461;Million Metric Tons of Carbon Dioxide
Iowa;1981;January;Annualy;Carbon Emissions from Coal;23.637268;Million Metric Tons of Carbon Dioxide
Iowa;1984;January;Annualy;Carbon Emissions from Coal;23.625097;Million Metric Tons of Carbon Dioxide
Iowa;1989;January;Annualy;Carbon Emissions from Coal;29.87445;Million Metric Tons of Carbon Dioxide
Iowa;1991;January;Annualy;Carbon Emissions from Coal;33.248747;Million Metric Tons of Carbon Dioxide
Iowa;1992;January;Annualy;Carbon Emissions from Coal;31.358389;Million Metric Tons of Carbon Dioxide
Iowa;1994;January;Annualy;Carbon Emissions from Coal;33.102875;Million Metric Tons of Carbon Dioxide
Iowa;1997;January;Annualy;Carbon Emissions from Coal;37.183632;Million Metric Tons of Carbon Dioxide
Iowa;1999;January;Annualy;Carbon Emissions from Coal;41.095685;Million Metric Tons of Carbon Dioxide
Iowa;2002;January;Annualy;Carbon Emissions from Coal;42.065834;Million Metric Tons of Carbon Dioxide
Iowa;2004;January;Annualy;Carbon Emissions from Coal;42.289073;Million Metric Tons of Carbon Dioxide
Iowa;2009;January;Annualy;Carbon Emissions from Coal;42.410553;Million Metric Tons of Carbon Dioxide
Iowa;1981;January;Annualy;Carbon Emissions from Oil;20.989926;Million Metric Tons of Carbon Dioxide
Iowa;1987;January;Annualy;Carbon Emissions from Oil;19.636787;Million Metric Tons of Carbon Dioxide
Iowa;1994;January;Annualy;Carbon Emissions from Oil;22.30716;Million Metric Tons of Carbon Dioxide
Iowa;1995;January;Annualy;Carbon Emissions from Oil;22.972286;Million Metric Tons of Carbon Dioxide
Iowa;2003;January;Annualy;Carbon Emissions from Oil;23.984861;Million Metric Tons of Carbon Dioxide
Iowa;2004;January;Annualy;Carbon Emissions from Oil;26.25602;Million Metric Tons of Carbon Dioxide
Iowa;2005;January;Annualy;Carbon Emissions from Oil;26.786094;Million Metric Tons of Carbon Dioxide
Iowa;2009;January;Annualy;Carbon Emissions from Oil;26.841969;Million Metric Tons of Carbon Dioxide
Iowa;2011;January;Annualy;Carbon Emissions from Oil;26.924131;Million Metric Tons of Carbon Dioxide
Iowa;2013;January;Annualy;Carbon Emissions from Oil;26.680682;Million Metric Tons of Carbon Dioxide
Iowa;2014;January;Annualy;Carbon Emissions from Oil;27.457358;Million Metric Tons of Carbon Dioxide
Iowa;1980;January;Annualy;Carbon Emissions from Gas;14.315382;Million Metric Tons of Carbon Dioxide
Iowa;1981;January;Annualy;Carbon Emissions from Gas;13.445717;Million Metric Tons of Carbon Dioxide
Iowa;1985;January;Annualy;Carbon Emissions from Gas;12.091373;Million Metric Tons of Carbon Dioxide
Iowa;1988;January;Annualy;Carbon Emissions from Gas;12.747401;Million Metric Tons of Carbon Dioxide
Iowa;1999;January;Annualy;Carbon Emissions from Gas;12.426237;Million Metric Tons of Carbon Dioxide
Iowa;2002;January;Annualy;Carbon Emissions from Gas;12.008779;Million Metric Tons of Carbon Dioxide
Iowa;2010;January;Annualy;Carbon Emissions from Gas;16.564376;Million Metric Tons of Carbon Dioxide
Iowa;2011;January;Annualy;Carbon Emissions from Gas;16.389688;Million Metric Tons of Carbon Dioxide
Iowa;2012;January;Annualy;Carbon Emissions from Gas;15.839773;Million Metric Tons of Carbon Dioxide
Iowa;1980;January;Annualy;Total Per Capita Carbon Emissions;0.020315592;Mg/person
Iowa;1981;January;Annualy;Total Per Capita Carbon Emissions;0.020013872;Mg/person
Iowa;1985;January;Annualy;Total Per Capita Carbon Emissions;0.019507479;Mg/person
Iowa;1988;January;Annualy;Total Per Capita Carbon Emissions;0.021348164;Mg/person
Iowa;1995;January;Annualy;Total Per Capita Carbon Emissions;0.024429222;Mg/person
Iowa;1996;January;Annualy;Total Per Capita Carbon Emissions;0.025030955;Mg/person
Iowa;1980;January;Annualy;Per Capita Carbon Emissions from Coal;0.007549713;Mg/person
Iowa;1981;January;Annualy;Per Capita Carbon Emissions from Coal;0.008115591;Mg/person
Iowa;1982;January;Annualy;Per Capita Carbon Emissions from Coal;0.007928844;Mg/person
Iowa;1984;January;Annualy;Per Capita Carbon Emissions from Coal;0.008255738;Mg/person
Iowa;1996;January;Annualy;Per Capita Carbon Emissions from Coal;0.012708564;Mg/person
Iowa;2002;January;Annualy;Per Capita Carbon Emissions from Coal;0.014196311;Mg/person
Iowa;2006;January;Annualy;Per Capita Carbon Emissions from Coal;0.013784395;Mg/person
Iowa;2007;January;Annualy;Per Capita Carbon Emissions from Coal;0.014650488;Mg/person
Iowa;2009;January;Annualy;Per Capita Carbon Emissions from Coal;0.013833895;Mg/person
Iowa;2015;January;Annualy;Per Capita Carbon Emissions from Coal;0.010641599;Mg/person
Iowa;2017;January;Annualy;Per Capita Carbon Emissions from Coal;0.009110646;Mg/person
Iowa;1985;January;Annualy;Per Capita Carbon Emissions from Oil;0.006997248;Mg/person
Iowa;1988;January;Annualy;Per Capita Carbon Emissions from Oil;0.007188299;Mg/person
Iowa;1989;January;Annualy;Per Capita Carbon Emissions from Oil;0.007110394;Mg/person
Iowa;1990;January;Annualy;Per Capita Carbon Emissions from Oil;0.006978997;Mg/person
Iowa;1997;January;Annualy;Per Capita Carbon Emissions from Oil;0.007987679;Mg/person
Iowa;1998;January;Annualy;Per Capita Carbon Emissions from Oil;0.00863327;Mg/person
Iowa;2001;January;Annualy;Per Capita Carbon Emissions from Oil;0.008325308;Mg/person
Iowa;2002;January;Annualy;Per Capita Carbon Emissions from Oil;0.008599925;Mg/person
Iowa;2004;January;Annualy;Per Capita Carbon Emissions from Oil;0.009036989;Mg/person
Iowa;2007;January;Annualy;Per Capita Carbon Emissions from Oil;0.009095116;Mg/person
Iowa;1990;January;Annualy;Per Capita Carbon Emissions from Gas;0.003273653;Mg/person
Iowa;2005;January;Annualy;Per Capita Carbon Emissions from Gas;0.003771762;Mg/person
Iowa;2007;January;Annualy;Per Capita Carbon Emissions from Gas;0.004673167;Mg/person
Iowa;2008;January;Annualy;Per Capita Carbon Emissions from Gas;0.005229735;Mg/person
Iowa;2009;January;Annualy;Per Capita Carbon Emissions from Gas;0.004968052;Mg/person
Iowa;2013;January;Annualy;Per Capita Carbon Emissions from Gas;0.005743208;Mg/person
Iowa;2015;January;Annualy;Per Capita Carbon Emissions from Gas;0.005675928;Mg/person
Kansas;1980;January;Annualy;Total Carbon Emissions;66.762902;Million Metric Tons of Carbon Dioxide
Kansas;1982;January;Annualy;Total Carbon Emissions;62.67967;Million Metric Tons of Carbon Dioxide
Kansas;1983;January;Annualy;Total Carbon Emissions;62.285418;Million Metric Tons of Carbon Dioxide
Kansas;1985;January;Annualy;Total Carbon Emissions;68.135287;Million Metric Tons of Carbon Dioxide
Kansas;1994;January;Annualy;Total Carbon Emissions;71.275976;Million Metric Tons of Carbon Dioxide
Kansas;2002;January;Annualy;Total Carbon Emissions;76.343305;Million Metric Tons of Carbon Dioxide
Kansas;2006;January;Annualy;Total Carbon Emissions;71.898606;Million Metric Tons of Carbon Dioxide
Kansas;2015;January;Annualy;Total Carbon Emissions;64.008552;Million Metric Tons of Carbon Dioxide
Kansas;1980;January;Annualy;Carbon Emissions from Coal;17.958942;Million Metric Tons of Carbon Dioxide
Kansas;1992;January;Annualy;Carbon Emissions from Coal;24.14407;Million Metric Tons of Carbon Dioxide
Kansas;1994;January;Annualy;Carbon Emissions from Coal;28.57104;Million Metric Tons of Carbon Dioxide
Kansas;1995;January;Annualy;Carbon Emissions from Coal;27.543633;Million Metric Tons of Carbon Dioxide
Kansas;2001;January;Annualy;Carbon Emissions from Coal;33.804656;Million Metric Tons of Carbon Dioxide
Kansas;2002;January;Annualy;Carbon Emissions from Coal;37.408623;Million Metric Tons of Carbon Dioxide
Kansas;2003;January;Annualy;Carbon Emissions from Coal;37.250269;Million Metric Tons of Carbon Dioxide
Kansas;2007;January;Annualy;Carbon Emissions from Coal;37.847784;Million Metric Tons of Carbon Dioxide
Kansas;2016;January;Annualy;Carbon Emissions from Coal;24.176037;Million Metric Tons of Carbon Dioxide
Kansas;1980;January;Annualy;Carbon Emissions from Oil;23.266336;Million Metric Tons of Carbon Dioxide
Kansas;1982;January;Annualy;Carbon Emissions from Oil;21.499803;Million Metric Tons of Carbon Dioxide
Kansas;1984;January;Annualy;Carbon Emissions from Oil;25.847995;Million Metric Tons of Carbon Dioxide
Kansas;1989;January;Annualy;Carbon Emissions from Oil;25.770743;Million Metric Tons of Carbon Dioxide
Kansas;1991;January;Annualy;Carbon Emissions from Oil;22.474852;Million Metric Tons of Carbon Dioxide
Kansas;1992;January;Annualy;Carbon Emissions from Oil;23.402475;Million Metric Tons of Carbon Dioxide
Kansas;1994;January;Annualy;Carbon Emissions from Oil;20.700352;Million Metric Tons of Carbon Dioxide
Kansas;2000;January;Annualy;Carbon Emissions from Oil;24.375934;Million Metric Tons of Carbon Dioxide
Kansas;2001;January;Annualy;Carbon Emissions from Oil;23.141742;Million Metric Tons of Carbon Dioxide
Kansas;2011;January;Annualy;Carbon Emissions from Oil;22.245449;Million Metric Tons of Carbon Dioxide
